Epoch,sequential,RelatedTo,MadeOf,AtLocation,PartOf,IsA,Synonym,DistinctFrom,UsedFor,DerivedFrom,Antonym,MotivatedByGoal,Desires,Causes,SimilarTo,HasContext,CreatedBy,NotDesires,CapableOf,HasA,MannerOf,FormOf,HasProperty,HasPrerequisite,HasSubevent,Entails,HasFirstSubevent,CausesDesire,LocatedNear,DefinedAs,ReceivesAction,InstanceOf,HasLastSubevent
1,0.9689101576805115,0.9549910426139832,1.0428276062011719,0.9787828922271729,0.9426465034484863,0.9255698323249817,0.9682076573371887,1.0935648679733276,0.8986676335334778,1.0106613636016846,0.9677062034606934,1.0967833995819092,1.031936526298523,0.8998278975486755,1.0556772947311401,0.980443000793457,0.8283786177635193,0.958173394203186,0.922368049621582,0.9490213990211487,0.8460108637809753,0.8183363080024719,1.0624514818191528,0.9694071412086487,0.9602470993995667,1.0648998022079468,0.9693292379379272,0.985461950302124,0.9119429588317871,1.0026965141296387,0.9508064985275269,1.0164504051208496,0.9410771727561951
2,0.9699959754943848,0.9549910426139832,1.0428276062011719,0.9787828922271729,0.9426465034484863,0.9255698323249817,0.9682076573371887,1.0935648679733276,0.8986676335334778,1.0106613636016846,0.9677062034606934,1.0967833995819092,1.031936526298523,0.8998278975486755,1.0556772947311401,0.980443000793457,0.8283786177635193,0.958173394203186,0.922368049621582,0.9490213990211487,0.8460108637809753,0.8183363080024719,1.0624514818191528,0.9694071412086487,0.9602470993995667,1.0648998022079468,0.9693292379379272,0.985461950302124,0.9119429588317871,1.0026965141296387,0.9508064985275269,1.0164504051208496,0.9410771727561951
3,0.9700831770896912,0.9549910426139832,1.0428276062011719,0.9787828922271729,0.9426465034484863,0.9255698323249817,0.9682076573371887,1.0935648679733276,0.8986676335334778,1.0106613636016846,0.9677062034606934,1.0967833995819092,1.031936526298523,0.8998278975486755,1.0556772947311401,0.980443000793457,0.8283786177635193,0.958173394203186,0.922368049621582,0.9490213990211487,0.8460108637809753,0.8183363080024719,1.0624514818191528,0.9694071412086487,0.9602470993995667,1.0648998022079468,0.9693292379379272,0.985461950302124,0.9119429588317871,1.0026965141296387,0.9508064985275269,1.0164504051208496,0.9410771727561951
4,0.9695996046066284,0.9549910426139832,1.0428276062011719,0.9787828922271729,0.9426465034484863,0.9255698323249817,0.9682076573371887,1.0935648679733276,0.8986676335334778,1.0106613636016846,0.9677062034606934,1.0967833995819092,1.031936526298523,0.8998278975486755,1.0556772947311401,0.980443000793457,0.8283786177635193,0.958173394203186,0.922368049621582,0.9490213990211487,0.8460108637809753,0.8183363080024719,1.0624514818191528,0.9694071412086487,0.9602470993995667,1.0648998022079468,0.9693292379379272,0.985461950302124,0.9119429588317871,1.0026965141296387,0.9508064985275269,1.0164504051208496,0.9410771727561951
5,0.9710827469825745,0.9549910426139832,1.0428276062011719,0.9787828922271729,0.9426465034484863,0.9255698323249817,0.9682076573371887,1.0935648679733276,0.8986676335334778,1.0106613636016846,0.9677062034606934,1.0967833995819092,1.031936526298523,0.8998278975486755,1.0556772947311401,0.980443000793457,0.8283786177635193,0.958173394203186,0.922368049621582,0.9490213990211487,0.8460108637809753,0.8183363080024719,1.0624514818191528,0.9694071412086487,0.9602470993995667,1.0648998022079468,0.9693292379379272,0.985461950302124,0.9119429588317871,1.0026965141296387,0.9508064985275269,1.0164504051208496,0.9410771727561951
6,0.9727333188056946,0.9549910426139832,1.0428276062011719,0.9787828922271729,0.9426465034484863,0.9255698323249817,0.9682076573371887,1.0935648679733276,0.8986676335334778,1.0106613636016846,0.9677062034606934,1.0967833995819092,1.031936526298523,0.8998278975486755,1.0556772947311401,0.980443000793457,0.8283786177635193,0.958173394203186,0.922368049621582,0.9490213990211487,0.8460108637809753,0.8183363080024719,1.0624514818191528,0.9694071412086487,0.9602470993995667,1.0648998022079468,0.9693292379379272,0.985461950302124,0.9119429588317871,1.0026965141296387,0.9508064985275269,1.0164504051208496,0.9410771727561951
7,0.9742728471755981,0.9549910426139832,1.0428276062011719,0.9787828922271729,0.9426465034484863,0.9255698323249817,0.9682076573371887,1.0935648679733276,0.8986676335334778,1.0106613636016846,0.9677062034606934,1.0967833995819092,1.031936526298523,0.8998278975486755,1.0556772947311401,0.980443000793457,0.8283786177635193,0.958173394203186,0.922368049621582,0.9490213990211487,0.8460108637809753,0.8183363080024719,1.0624514818191528,0.9694071412086487,0.9602470993995667,1.0648998022079468,0.9693292379379272,0.985461950302124,0.9119429588317871,1.0026965141296387,0.9508064985275269,1.0164504051208496,0.9410771727561951
8,0.9757822155952454,0.9549910426139832,1.0428276062011719,0.9787828922271729,0.9426465034484863,0.9255698323249817,0.9682076573371887,1.0935648679733276,0.8986676335334778,1.0106613636016846,0.9677062034606934,1.0967833995819092,1.031936526298523,0.8998278975486755,1.0556772947311401,0.980443000793457,0.8283786177635193,0.958173394203186,0.922368049621582,0.9490213990211487,0.8460108637809753,0.8183363080024719,1.0624514818191528,0.9694071412086487,0.9602470993995667,1.0648998022079468,0.9693292379379272,0.985461950302124,0.9119429588317871,1.0026965141296387,0.9508064985275269,1.0164504051208496,0.9410771727561951
9,0.976488471031189,0.9549910426139832,1.0428276062011719,0.9787828922271729,0.9426465034484863,0.9255698323249817,0.9682076573371887,1.0935648679733276,0.8986676335334778,1.0106613636016846,0.9677062034606934,1.0967833995819092,1.031936526298523,0.8998278975486755,1.0556772947311401,0.980443000793457,0.8283786177635193,0.958173394203186,0.922368049621582,0.9490213990211487,0.8460108637809753,0.8183363080024719,1.0624514818191528,0.9694071412086487,0.9602470993995667,1.0648998022079468,0.9693292379379272,0.985461950302124,0.9119429588317871,1.0026965141296387,0.9508064985275269,1.0164504051208496,0.9410771727561951
10,0.976926326751709,0.9549910426139832,1.0428276062011719,0.9787828922271729,0.9426465034484863,0.9255698323249817,0.9682076573371887,1.0935648679733276,0.8986676335334778,1.0106613636016846,0.9677062034606934,1.0967833995819092,1.031936526298523,0.8998278975486755,1.0556772947311401,0.980443000793457,0.8283786177635193,0.958173394203186,0.922368049621582,0.9490213990211487,0.8460108637809753,0.8183363080024719,1.0624514818191528,0.9694071412086487,0.9602470993995667,1.0648998022079468,0.9693292379379272,0.985461950302124,0.9119429588317871,1.0026965141296387,0.9508064985275269,1.0164504051208496,0.9410771727561951
